[2025-07-10 22:35:26] [INFO    ] discord.client: logging in using static token
[2025-07-10 22:36:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'webhook_id': '1391319711161122857', 'type': 19, 'tts': False, 'timestamp': '2025-07-10T17:06:11.664000+00:00', 'position': 0, 'pinned': False, 'nonce': '1392914812836511744', 'message_reference': {'type': 0, 'message_id': '1392914725297328214', 'channel_id': '1391338626243231896'}, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 5, 'triggering_interaction_metadata': {'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 3, 'interacted_message_id': '1392914725297328214', 'id': '1392914735074250886', 'authorizing_integration_owners': {'1': '1261307442973638761', '0': '0'}}, 'id': '1392914814820417647', 'authorizing_integration_owners': {'1': '1261307442973638761', '0': '0'}}, 'id': '1392914817777664212', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': '✅ Stored password for `discord`!', 'components': [], 'channel_type': 1, 'channel_id': '1391338626243231896', 'author': {'username': 'password_strore_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1391319711161122857', 'global_name': None, 'discriminator': '8201', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1391319711161122857'}}
[2025-07-10 22:36:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:36:11] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 22:36:11] [DEBUG   ] discord.webhook.async_: Webhook ID 1392914814820417647 with POST https://discord.com/api/v10/interactions/1392914814820417647/aW50ZXJhY3Rpb246MTM5MjkxNDgxNDgyMDQxNzY0NzpJR1dqY1dNbDZZa1NVT1ZJN0tXTXh3SGxOWUNuaGJ3UVRnZVh5R0xHcTQxcUk0WktJNzdpWGdWQ2dadVFNVWs5dmcyQ1ByM1BhcmRJUGFGTmFIYzJSc2x1R21EM0VqMkw4RU9xYlZ6cWNNUTFkTW9TOFVlWWJhUGRhbWg0bk1KMA/callback has returned status code 200
[2025-07-10 22:36:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 9, 'op': 0, 'd': {'user_id': '1261307442973638761', 'timestamp': 1752167184, 'channel_id': '1391338626243231896'}}
[2025-07-10 22:36:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:36:24] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 22:36:24] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 22:36:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T17:06:24.612000+00:00', 'pinned': False, 'nonce': '1392914870730489856', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1392914872085250200', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!list', 'components': [], 'channel_type': 1, 'channel_id': '1391338626243231896', 'author': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'attachments': []}}
[2025-07-10 22:36:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:36:24] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 22:36:24] [DEBUG   ] discord.client: Dispatching event command
[2025-07-10 22:36:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-10T17:06:25.174000+00:00', 'pinned': False, 'nonce': '17404690604276630430', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1392914874442584064', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "🔐 You've saved passwords for: `githyb, som, arcade, gc, convarge, test, gpt, discord`", 'components': [], 'channel_type': 1, 'channel_id': '1391338626243231896', 'author': {'username': 'password_strore_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1391319711161122857', 'global_name': None, 'discriminator': '8201', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': []}}
[2025-07-10 22:36:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:36:25] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 22:36:25] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1391338626243231896/messages with {"content":"\ud83d\udd10 You've saved passwords for: `githyb, som, arcade, gc, convarge, test, gpt, discord`","components":[],"nonce":"17404690604276630430","enforce_nonce":true,"tts":false} has returned 200
[2025-07-10 22:36:25] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-07-10 22:36:25] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1391338626243231896/messages has received {'type': 0, 'content': "🔐 You've saved passwords for: `githyb, som, arcade, gc, convarge, test, gpt, discord`", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-10T17:06:25.174000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1392914874442584064', 'channel_id': '1391338626243231896', 'author': {'id': '1391319711161122857', 'username': 'password_strore_bot', 'avatar': None, 'discriminator': '8201', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '17404690604276630430'}
[2025-07-10 22:36:25] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-10 22:36:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 12, 'op': 0, 'd': {'id': '1392914874442584064', 'channel_id': '1391338626243231896'}}
[2025-07-10 22:36:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:36:45] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-07-10 22:36:45] [DEBUG   ] discord.client: Dispatching event message_delete
[2025-07-10 22:36:45] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1391338626243231896/messages/1392914874442584064 with None has returned 204
[2025-07-10 22:36:45] [DEBUG   ] discord.http: DELETE /channels/{channel_id}/messages/{message_id} has found its initial rate limit bucket hash (c51d12acd501bc2e6c76ab191408bd45).
[2025-07-10 22:36:45] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/channels/1391338626243231896/messages/1392914874442584064 has received 
[2025-07-10 22:36:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 13, 'op': 0, 'd': {'id': '1392914817777664212', 'channel_id': '1391338626243231896'}}
[2025-07-10 22:36:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:36:47] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-07-10 22:36:47] [DEBUG   ] discord.client: Dispatching event message_delete
[2025-07-10 22:36:47] [DEBUG   ] discord.webhook.async_: Webhook ID 1391319711161122857 with DELETE https://discord.com/api/v10/webhooks/1391319711161122857/aW50ZXJhY3Rpb246MTM5MjkxNDgxNDgyMDQxNzY0NzpJR1dqY1dNbDZZa1NVT1ZJN0tXTXh3SGxOWUNuaGJ3UVRnZVh5R0xHcTQxcUk0WktJNzdpWGdWQ2dadVFNVWs5dmcyQ1ByM1BhcmRJUGFGTmFIYzJSc2x1R21EM0VqMkw4RU9xYlZ6cWNNUTFkTW9TOFVlWWJhUGRhbWg0bk1KMA/messages/@original has returned status code 204
[2025-07-10 22:36:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-07-10 22:36:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 22:37:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-07-10 22:37:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 22:37:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 14, 'op': 0, 'd': {'version': 1, 'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTM5MjkxNTE2NDE2NDI2NDEyOTpOTVV0amlBNEVveVB6eHFFbUJUTXVMVDAxc3ROSFNLWlVrM2M1TFZHSEFITVZ1eks3R1BoT09NaHFhTmJ1WnN1eXRmMUVUc2NTUGxJdGFBMGxkZGI5ZzdlUnFWUXl4d3FiVGJQam4zR2k1ODdESlN0bEkxYjdWVXRvZmFaeHBFVg', 'locale': 'en-US', 'id': '1392915164164264129', 'entitlements': [], 'data': {'type': 1, 'options': [{'value': 'gc', 'type': 3, 'name': 'service'}], 'name': 'get', 'id': '1392908056366682374'}, 'context': 1, 'channel_id': '1391338626243231896', 'channel': {'type': 1, 'recipients': [{'username': 'password_strore_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1391319711161122857', 'global_name': None, 'discriminator': '8201', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}], 'recipient_flags': 0, 'last_message_id': '1392914874442584064', 'id': '1391338626243231896', 'flags': 0}, 'authorizing_integration_owners': {'1': '1261307442973638761', '0': '0'}, 'attachment_size_limit': 10485760, 'application_id': '1391319711161122857', 'app_permissions': '562949953863680'}}
[2025-07-10 22:37:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:37:34] [DEBUG   ] discord.client: Dispatching event interaction
[2025-07-10 22:37:34] [DEBUG   ] discord.webhook.async_: Webhook ID 1392915164164264129 with POST https://discord.com/api/v10/interactions/1392915164164264129/aW50ZXJhY3Rpb246MTM5MjkxNTE2NDE2NDI2NDEyOTpOTVV0amlBNEVveVB6eHFFbUJUTXVMVDAxc3ROSFNLWlVrM2M1TFZHSEFITVZ1eks3R1BoT09NaHFhTmJ1WnN1eXRmMUVUc2NTUGxJdGFBMGxkZGI5ZzdlUnFWUXl4d3FiVGJQam4zR2k1ODdESlN0bEkxYjdWVXRvZmFaeHBFVg/callback has returned status code 200
[2025-07-10 22:37:34] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-07-10 22:37:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 15, 'op': 0, 'd': {'version': 1, 'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 5, 'token': 'aW50ZXJhY3Rpb246MTM5MjkxNTE4OTAwNjg2NDQ1MDpma0lUQ2F3eGl1SVZJdUl0NWhkRmdoTUd5ZDBpY1V4TmpaSjZnQ2RSYlYwYUJuZ0tPSmZoVnVqWWxjMTVJQ3I1dnkxTGxVYldWVHV6eFhBQjhhSzZzSGZqU1U3dkc3dEpRcTlaRzg4YjVaQ2JPVjh5UlRwcjJHYnN2bmdUZzhBTw', 'locale': 'en-US', 'id': '1392915189006864450', 'entitlements': [], 'data': {'custom_id': '7327b50561a28f331408ad7d2d91c2b7', 'components': [{'type': 1, 'id': 1, 'components': [{'value': 'krishna', 'type': 4, 'id': 2, 'custom_id': '72b1162d02ee2ba39ddea0dec0d64ed1'}]}]}, 'context': 1, 'channel_id': '1391338626243231896', 'channel': {'type': 1, 'recipients': [{'username': 'password_strore_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1391319711161122857', 'global_name': None, 'discriminator': '8201', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}], 'recipient_flags': 0, 'last_message_id': '1392914874442584064', 'id': '1391338626243231896', 'flags': 0}, 'authorizing_integration_owners': {'1': '1261307442973638761', '0': '0'}, 'attachment_size_limit': 10485760, 'application_id': '1391319711161122857', 'app_permissions': '562949953863680'}}
[2025-07-10 22:37:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:37:40] [DEBUG   ] discord.client: Dispatching event interaction
[2025-07-10 22:37:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'webhook_id': '1391319711161122857', 'type': 20, 'tts': False, 'timestamp': '2025-07-10T17:07:40.793000+00:00', 'position': 0, 'pinned': False, 'nonce': '1392915187811483648', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 5, 'triggering_interaction_metadata': {'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 2, 'name': 'get', 'id': '1392915164164264129', 'command_type': 1, 'authorizing_integration_owners': {'1': '1261307442973638761', '0': '0'}}, 'id': '1392915189006864450', 'authorizing_integration_owners': {'1': '1261307442973638761', '0': '0'}}, 'interaction': {'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 2, 'name': 'get', 'id': '1392915164164264129'}, 'id': '1392915191611785418', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': '🔑 Your password for `gc` is: `1455`', 'components': [], 'channel_type': 1, 'channel_id': '1391338626243231896', 'author': {'username': 'password_strore_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1391319711161122857', 'global_name': None, 'discriminator': '8201', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1391319711161122857'}}
[2025-07-10 22:37:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:37:40] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 22:37:40] [DEBUG   ] discord.webhook.async_: Webhook ID 1392915189006864450 with POST https://discord.com/api/v10/interactions/1392915189006864450/aW50ZXJhY3Rpb246MTM5MjkxNTE4OTAwNjg2NDQ1MDpma0lUQ2F3eGl1SVZJdUl0NWhkRmdoTUd5ZDBpY1V4TmpaSjZnQ2RSYlYwYUJuZ0tPSmZoVnVqWWxjMTVJQ3I1dnkxTGxVYldWVHV6eFhBQjhhSzZzSGZqU1U3dkc3dEpRcTlaRzg4YjVaQ2JPVjh5UlRwcjJHYnN2bmdUZzhBTw/callback has returned status code 200
[2025-07-10 22:37:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 17, 'op': 0, 'd': {'user_id': '1261307442973638761', 'timestamp': 1752167269, 'channel_id': '1391338626243231896'}}
[2025-07-10 22:37:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:37:49] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-10 22:37:49] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-10 22:37:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 18, 'op': 0, 'd': {'version': 1, 'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTM5MjkxNTI0ODY0MTYwOTc3OTpvV0JKRmw2NkhXb2xTT1J5TzA0YnJIbWdhcm5jM1dPMjZ0WU4yRGx1a0pXYUQwODlJcTFqaUI0WDVXR0ZkMTBmMk1wZUw0M1RleVF4VW1XaGNsaU1CeGZ4WVdlWHg3MnNFMng1d3VHR2VSTTBYeVpabk8zTnM1c01DU1pXcUtGYw', 'locale': 'en-US', 'id': '1392915248641609779', 'entitlements': [], 'data': {'type': 1, 'options': [{'value': 'gc', 'type': 3, 'name': 'service'}], 'name': 'get', 'id': '1392908056366682374'}, 'context': 1, 'channel_id': '1391338626243231896', 'channel': {'type': 1, 'recipients': [{'username': 'password_strore_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1391319711161122857', 'global_name': None, 'discriminator': '8201', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}], 'recipient_flags': 0, 'last_message_id': '1392914874442584064', 'id': '1391338626243231896', 'flags': 0}, 'authorizing_integration_owners': {'1': '1261307442973638761', '0': '0'}, 'attachment_size_limit': 10485760, 'application_id': '1391319711161122857', 'app_permissions': '562949953863680'}}
[2025-07-10 22:37:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:37:54] [DEBUG   ] discord.client: Dispatching event interaction
[2025-07-10 22:37:55] [DEBUG   ] discord.webhook.async_: Webhook ID 1392915248641609779 with POST https://discord.com/api/v10/interactions/1392915248641609779/aW50ZXJhY3Rpb246MTM5MjkxNTI0ODY0MTYwOTc3OTpvV0JKRmw2NkhXb2xTT1J5TzA0YnJIbWdhcm5jM1dPMjZ0WU4yRGx1a0pXYUQwODlJcTFqaUI0WDVXR0ZkMTBmMk1wZUw0M1RleVF4VW1XaGNsaU1CeGZ4WVdlWHg3MnNFMng1d3VHR2VSTTBYeVpabk8zTnM1c01DU1pXcUtGYw/callback has returned status code 200
[2025-07-10 22:37:55] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-07-10 22:37:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 19, 'op': 0, 'd': {'version': 1, 'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 5, 'token': 'aW50ZXJhY3Rpb246MTM5MjkxNTI2NTkzOTA1MDU0NzpiQ1ZuTVNQeVBLSXBRQzBWYWVZZDNlekl1WEIwN2pUS1VHeW5xcVZNNlpuZDNud0JXdHlUbGNDYlJzS2ZUUmd2YTFWQnl0S1dvd1BISU1VS2dVYUF6NGpjaDRpVGttM3VocnBKTFRMbmhaTGhJY1hiMmhqV0RuRFdjdjgyNFFrSQ', 'locale': 'en-US', 'id': '1392915265939050547', 'entitlements': [], 'data': {'custom_id': '31ae3e6652147dc3eb6c7789ef3238dc', 'components': [{'type': 1, 'id': 1, 'components': [{'value': 'kris', 'type': 4, 'id': 2, 'custom_id': '0f9608664bcee5f3a0304d93359000c8'}]}]}, 'context': 1, 'channel_id': '1391338626243231896', 'channel': {'type': 1, 'recipients': [{'username': 'password_strore_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1391319711161122857', 'global_name': None, 'discriminator': '8201', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}], 'recipient_flags': 0, 'last_message_id': '1392914874442584064', 'id': '1391338626243231896', 'flags': 0}, 'authorizing_integration_owners': {'1': '1261307442973638761', '0': '0'}, 'attachment_size_limit': 10485760, 'application_id': '1391319711161122857', 'app_permissions': '562949953863680'}}
[2025-07-10 22:37:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:37:58] [DEBUG   ] discord.client: Dispatching event interaction
[2025-07-10 22:37:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'webhook_id': '1391319711161122857', 'type': 20, 'tts': False, 'timestamp': '2025-07-10T17:07:59.276000+00:00', 'position': 0, 'pinned': False, 'nonce': '1392915264646938624', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 5, 'triggering_interaction_metadata': {'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 2, 'name': 'get', 'id': '1392915248641609779', 'command_type': 1, 'authorizing_integration_owners': {'1': '1261307442973638761', '0': '0'}}, 'id': '1392915265939050547', 'authorizing_integration_owners': {'1': '1261307442973638761', '0': '0'}}, 'interaction': {'user': {'username': 'krishnab0_11107', 'public_flags': 0, 'primary_guild': None, 'id': '1261307442973638761', 'global_name': 'Krishna', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '97aaa02a200f47c3b07bd43c7b22f2e2'}, 'type': 2, 'name': 'get', 'id': '1392915248641609779'}, 'id': '1392915269135106079', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': '❌ Incorrect master password.', 'components': [], 'channel_type': 1, 'channel_id': '1391338626243231896', 'author': {'username': 'password_strore_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1391319711161122857', 'global_name': None, 'discriminator': '8201', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1391319711161122857'}}
[2025-07-10 22:37:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:37:59] [DEBUG   ] discord.client: Dispatching event message
[2025-07-10 22:37:59] [DEBUG   ] discord.webhook.async_: Webhook ID 1392915265939050547 with POST https://discord.com/api/v10/interactions/1392915265939050547/aW50ZXJhY3Rpb246MTM5MjkxNTI2NTkzOTA1MDU0NzpiQ1ZuTVNQeVBLSXBRQzBWYWVZZDNlekl1WEIwN2pUS1VHeW5xcVZNNlpuZDNud0JXdHlUbGNDYlJzS2ZUUmd2YTFWQnl0S1dvd1BISU1VS2dVYUF6NGpjaDRpVGttM3VocnBKTFRMbmhaTGhJY1hiMmhqV0RuRFdjdjgyNFFrSQ/callback has returned status code 200
[2025-07-10 22:38:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 20.
[2025-07-10 22:38:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 22:38:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_DELETE', 's': 21, 'op': 0, 'd': {'id': '1392915191611785418', 'channel_id': '1391338626243231896'}}
[2025-07-10 22:38:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-10 22:38:16] [DEBUG   ] discord.client: Dispatching event raw_message_delete
[2025-07-10 22:38:16] [DEBUG   ] discord.client: Dispatching event message_delete
[2025-07-10 22:38:16] [DEBUG   ] discord.webhook.async_: Webhook ID 1391319711161122857 with DELETE https://discord.com/api/v10/webhooks/1391319711161122857/aW50ZXJhY3Rpb246MTM5MjkxNTE4OTAwNjg2NDQ1MDpma0lUQ2F3eGl1SVZJdUl0NWhkRmdoTUd5ZDBpY1V4TmpaSjZnQ2RSYlYwYUJuZ0tPSmZoVnVqWWxjMTVJQ3I1dnkxTGxVYldWVHV6eFhBQjhhSzZzSGZqU1U3dkc3dEpRcTlaRzg4YjVaQ2JPVjh5UlRwcjJHYnN2bmdUZzhBTw/messages/@original has returned status code 204
[2025-07-10 22:38:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 21.
[2025-07-10 22:38:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-10 22:39:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 21.
[2025-07-10 22:39:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
